test_clinic,percentile,n_observed,method,covered,width,infinite,lower,upper,true_y,mu_hat,n_cal_groups,n_test_observed,n_test_total
16,0,14,Pooling,1,45.512878985387715,0,119.00618307035927,164.51906205574699,137.33,141.76262256305313,17,14,20
16,0,14,Subsampling,1,47.195971651154935,0,118.16463673747566,165.3606083886306,137.33,141.76262256305313,17,14,20
16,0,14,Repeated,1,55.0851391585271,0,114.22005298378959,169.30519214231668,137.33,141.76262256305313,17,14,20
16,25,16,HCP++,1,45.01280005055506,0,99.32933214454044,144.3421321950955,132.0,121.83573216981797,17,16,20
16,25,16,HCP.sample,1,40.82707463830576,0,110.95785865801923,151.784933296325,132.0,121.83573216981797,17,16,20
16,25,16,HCP,1,56.858718070110285,0,102.1139370692571,158.9726551393674,132.0,130.54329610431225,17,16,20
16,25,16,Pooling,1,45.512878985387715,0,107.78685661161839,153.2997355970061,132.0,130.54329610431225,17,16,20
16,25,16,Subsampling,1,36.0346489063146,0,112.52597165115495,148.56062055746955,132.0,130.54329610431225,17,16,20
16,25,16,Repeated,1,56.858718070110285,0,102.1139370692571,158.9726551393674,132.0,130.54329610431225,17,16,20
16,50,19,HCP++,1,62.94576528922647,0,97.05423471077353,160.0,132.67,128.52711735538676,17,19,20
16,50,19,HCP.sample,1,59.043304983554165,0,106.02119322604464,165.0644982095988,132.67,128.52711735538676,17,19,20
16,50,19,HCP,1,56.858718070110285,0,107.7905026790284,164.6492207491387,132.67,136.21986171408355,17,19,20
16,50,19,Pooling,1,45.512878985387715,0,113.46342222138969,158.9763012067774,132.67,136.21986171408355,17,19,20
16,50,19,Subsampling,1,48.226803627828815,0,112.10645990016914,160.33326352799796,132.67,136.21986171408355,17,19,20
16,50,19,Repeated,1,56.858718070110285,0,107.7905026790284,164.6492207491387,132.67,136.21986171408355,17,19,20
16,75,15,HCP++,0,42.33535082198273,0,109.80049122934972,152.13584205133245,155.0,130.96816664034108,17,15,20
16,75,15,HCP.sample,1,40.77391458192896,0,116.25706260439286,157.03097718632182,155.0,130.96816664034108,17,15,20
16,75,15,HCP,1,56.858718070110285,0,111.30591866736535,168.16463673747563,155.0,139.7352777024205,17,15,20
16,75,15,Pooling,1,45.512878985387715,0,116.97883820972663,162.49171719511435,155.0,139.7352777024205,17,15,20
16,75,15,Subsampling,1,42.281493349094035,0,118.59453102787347,160.8760243769675,155.0,139.7352777024205,17,15,20
16,75,15,Repeated,1,56.858718070110285,0,111.30591866736535,168.16463673747563,155.0,139.7352777024205,17,15,20
9,0,5,HCP++,1,52.369841306608265,0,97.85966322937045,150.22950453597872,126.0,124.04458388267459,17,5,20
9,0,5,HCP.sample,1,48.80671352467114,0,97.51824325021089,146.32495677488203,126.0,124.04458388267459,17,5,20
9,0,5,HCP,1,56.858718070110285,0,108.87310483460624,165.73182290471652,126.0,137.30246386966138,17,5,20
9,0,5,Pooling,1,45.512878985387715,0,114.54602437696752,160.05890336235524,126.0,137.30246386966138,17,5,20
9,0,5,Subsampling,1,96.74236439549725,0,88.93128167191276,185.67364606741,126.0,137.30246386966138,17,5,20
9,0,5,Repeated,1,54.049233175954726,0,110.27784728168402,164.32708045763874,126.0,137.30246386966138,17,5,20
9,25,10,HCP++,1,47.12368151226114,0,99.77486418169379,146.89854569395493,144.33,123.33670493782436,17,10,20
9,25,10,HCP.sample,1,46.66337106615451,0,101.1435800790426,147.8069511451971,144.33,123.33670493782436,17,10,20
9,25,10,HCP,1,56.858718070110285,0,109.81784753966105,166.67656560977133,144.33,138.2472065747162,17,10,20
9,25,10,Pooling,1,45.512878985387715,0,115.49076708202233,161.00364606741005,144.33,138.2472065747162,17,10,20
9,25,10,Subsampling,1,53.71964179826591,0,111.38738567558323,165.10702747384914,144.33,138.2472065747162,17,10,20
9,25,10,Repeated,1,51.6233935752781,0,112.43550978707714,164.05890336235524,144.33,138.2472065747162,17,10,20
9,50,12,HCP++,1,46.06428867402204,0,100.16239700215928,146.22668567618132,114.33,123.1945413391703,17,12,20
9,50,12,HCP.sample,1,43.353855183346056,0,107.81054890977641,151.16440409312247,114.33,123.1945413391703,17,12,20
9,50,12,HCP,1,56.858718070110285,0,109.00690959540799,165.86562766551828,114.33,137.43626863046313,17,12,20
9,50,12,Pooling,0,45.512878985387715,0,114.67982913776927,160.192708123157,114.33,137.43626863046313,17,12,20
9,50,12,Subsampling,1,53.71964179826591,0,110.57644773133018,164.2960895295961,114.33,137.43626863046313,17,12,20
9,50,12,Repeated,1,59.70424028400333,0,107.58414848846147,167.2883887724648,114.33,137.43626863046313,17,12,20
9,75,11,HCP++,0,46.2013458424521,0,101.57063650669687,147.77198234914897,151.67,124.67130942792292,17,11,20
9,75,11,HCP.sample,0,41.63075710598817,0,106.51255748414341,148.14331459013158,151.67,124.67130942792292,17,11,20
9,75,11,HCP,1,56.858718070110285,0,110.90044969523885,167.75916776534913,151.67,139.329808730294,17,11,20
9,75,11,Pooling,1,45.512878985387715,0,116.57336923760013,162.08624822298785,151.67,139.329808730294,17,11,20
9,75,11,Subsampling,1,53.71964179826591,0,112.46998783116103,166.18962962942695,151.67,139.329808730294,17,11,20
9,75,11,Repeated,1,59.39507226067724,0,109.63227259995537,169.0273448606326,151.67,139.329808730294,17,11,20
25,0,19,HCP++,1,62.94576528922647,0,97.05423471077353,160.0,132.67,128.52711735538676,17,19,20
25,0,19,HCP.sample,1,55.039240858501216,0,109.78434437237928,164.8235852308805,132.67,128.52711735538676,17,19,20
25,0,19,HCP,1,56.858718070110285,0,107.7905026790284,164.6492207491387,132.67,136.21986171408355,17,19,20
25,0,19,Pooling,1,45.512878985387715,0,113.46342222138969,158.9763012067774,132.67,136.21986171408355,17,19,20
25,0,19,Subsampling,1,62.35044943726179,0,105.04463699545265,167.39508643271444,132.67,136.21986171408355,17,19,20
25,0,19,Repeated,1,56.858718070110285,0,107.7905026790284,164.6492207491387,132.67,136.21986171408355,17,19,20
25,25,1,HCP++,1,57.179431998968596,0,106.78041412348145,163.95984612245005,134.33,135.37013012296575,17,1,20
25,25,1,HCP.sample,1,66.73415282746589,0,101.88888697680952,168.6230398042754,134.33,135.37013012296575,17,1,20
25,25,1,HCP,1,56.858718070110285,0,106.8457599739736,163.70447804408388,134.33,135.27511900902874,17,1,20
25,25,1,Pooling,1,45.512878985387715,0,112.51867951633488,158.0315585017226,134.33,135.27511900902874,17,1,20
25,25,1,Subsampling,1,67.6750479229993,0,101.43759504752909,169.11264297052838,134.33,135.27511900902874,17,1,20
25,25,1,Repeated,1,59.70424028400333,0,105.42299886702708,165.1272391510304,134.33,135.27511900902874,17,1,20
25,50,17,HCP++,0,45.47264283455779,0,107.78610479815275,153.25874763271054,160.0,130.52242621543164,17,17,20
25,50,17,HCP.sample,0,45.026369466782214,0,107.63357241020994,152.65994187699215,160.0,130.52242621543164,17,17,20
25,50,17,HCP,1,56.858718070110285,0,107.7905026790284,164.6492207491387,160.0,136.21986171408355,17,17,20
25,50,17,Pooling,0,45.512878985387715,0,113.46342222138969,158.9763012067774,160.0,136.21986171408355,17,17,20
25,50,17,Subsampling,1,62.35044943726179,0,105.04463699545265,167.39508643271444,160.0,136.21986171408355,17,17,20
25,50,17,Repeated,1,56.858718070110285,0,107.7905026790284,164.6492207491387,160.0,136.21986171408355,17,17,20
25,75,14,HCP++,1,46.967772049361486,0,106.53724083957505,153.50501288893653,137.33,130.0211268642558,17,14,20
25,75,14,HCP.sample,1,43.66622326987965,0,113.00792056119599,156.67414383107564,137.33,130.0211268642558,17,14,20
25,75,14,HCP,1,56.858718070110285,0,113.33326352799799,170.19198159810827,137.33,141.76262256305313,17,14,20
25,75,14,Pooling,1,45.512878985387715,0,119.00618307035927,164.51906205574699,137.33,141.76262256305313,17,14,20
25,75,14,Subsampling,1,54.19401413274761,0,114.66561549667932,168.85962962942693,137.33,141.76262256305313,17,14,20
25,75,14,Repeated,1,59.70424028400333,0,111.91050242105146,171.6147427050548,137.33,141.76262256305313,17,14,20
28,0,10,HCP++,1,50.55387616950679,0,97.30271069101917,147.85658686052597,144.33,122.57964877577257,17,10,20
28,0,10,HCP.sample,1,43.06233088548561,0,102.67795857940169,145.7402894648873,144.33,122.57964877577257,17,10,20
28,0,10,HCP,1,56.858718070110285,0,109.81784753966105,166.67656560977133,144.33,138.2472065747162,17,10,20
28,0,10,Pooling,1,45.512878985387715,0,115.49076708202233,161.00364606741005,144.33,138.2472065747162,17,10,20
28,0,10,Subsampling,1,54.049233175954726,0,111.22258998673883,165.27182316269355,144.33,138.2472065747162,17,10,20
28,0,10,Repeated,1,55.0851391585271,0,110.70463699545265,165.78977615397974,144.33,138.2472065747162,17,10,20
28,25,2,HCP++,1,56.16056764554331,0,105.14587032763241,161.30643797317572,107.0,133.22615415040406,17,2,20
28,25,2,HCP.sample,1,60.749455481707116,0,102.42240681621499,163.1718622979221,107.0,133.22615415040406,17,2,20
28,25,2,HCP,1,56.858718070110285,0,104.14128192988971,161.0,107.0,132.57064096494486,17,2,20
28,25,2,Pooling,0,45.512878985387715,0,109.814201472251,155.32708045763871,107.0,132.57064096494486,17,2,20
28,25,2,Subsampling,1,89.03121451608598,0,88.05503370690187,177.08624822298785,107.0,132.57064096494486,17,2,20
28,25,2,Repeated,1,60.96878548391406,0,102.08624822298783,163.0550337069019,107.0,132.57064096494486,17,2,20
28,50,8,HCP++,1,40.98447293789445,0,108.82771043984121,149.81218337773566,148.0,129.31994690878844,17,8,20
28,50,8,HCP.sample,1,39.524354024028696,0,122.71491839611895,162.23927242014764,148.0,129.31994690878844,17,8,20
28,50,8,HCP,1,56.858718070110285,0,110.76664493443707,167.62536300454735,148.0,139.1960039694922,17,8,20
28,50,8,Pooling,1,45.512878985387715,0,116.43956447679835,161.95244346218607,148.0,139.1960039694922,17,8,20
28,50,8,Subsampling,1,63.823182156073756,0,107.28441289145533,171.1075950475291,148.0,139.1960039694922,17,8,20
28,50,8,Repeated,1,59.70424028400333,0,109.34388382749054,169.04812411149388,148.0,139.1960039694922,17,8,20
28,75,9,HCP++,1,47.697257837563996,0,97.10370937531482,144.80096721287882,122.33,120.95233829409682,17,9,20
28,75,9,HCP.sample,1,47.10158887864117,0,108.06241988959124,155.1640087682324,122.33,120.95233829409682,17,9,20
28,75,9,HCP,1,56.858718070110285,0,107.5228931574249,164.3816112275352,122.33,135.95225219248005,17,9,20
28,75,9,Pooling,1,45.512878985387715,0,113.19581269978619,158.7086916851739,122.33,135.95225219248005,17,9,20
28,75,9,Subsampling,1,89.03121451608598,0,91.43664493443706,180.46785945052304,122.33,135.95225219248005,17,9,20
28,75,9,Repeated,1,55.0851391585271,0,108.4096826132165,163.4948217717436,122.33,135.95225219248005,17,9,20
30,0,10,HCP++,1,44.96498652452203,0,100.45666111692427,145.4216476414463,144.33,122.93915437918528,17,10,20
30,0,10,HCP.sample,1,42.307207863620135,0,107.55737283930802,149.86458070292815,144.33,122.93915437918528,17,10,20
30,0,10,HCP,1,56.858718070110285,0,109.81784753966105,166.67656560977133,144.33,138.2472065747162,17,10,20
30,0,10,Pooling,1,45.512878985387715,0,115.49076708202233,161.00364606741005,144.33,138.2472065747162,17,10,20
30,0,10,Subsampling,1,59.39507226067724,0,108.54967044437757,167.9447427050548,144.33,138.2472065747162,17,10,20
30,0,10,Repeated,1,55.0851391585271,0,110.70463699545265,165.78977615397974,144.33,138.2472065747162,17,10,20
30,25,13,HCP++,1,47.455998452129506,0,102.87487659080878,150.3308750429383,137.67,126.60287581687354,17,13,20
30,25,13,HCP.sample,1,45.37257567564956,0,110.90206439227157,156.27464006792113,137.67,126.60287581687354,17,13,20
30,25,13,HCP,1,56.858718070110285,0,108.60144062328146,165.46015869339175,137.67,137.0307996583366,17,13,20
30,25,13,Pooling,1,45.512878985387715,0,114.27436016564275,159.78723915103046,137.67,137.0307996583366,17,13,20
30,25,13,Subsampling,1,96.74236439549725,0,88.65961746058798,185.40198185608523,137.67,137.0307996583366,17,13,20
30,25,13,Repeated,1,56.858718070110285,0,108.60144062328146,165.46015869339175,137.67,137.0307996583366,17,13,20
30,50,3,HCP++,1,80.60213492723898,0,94.955898785372,175.55803371261098,132.67,135.2569662489915,17,3,20
30,50,3,HCP.sample,1,49.74234233305219,0,110.56474884852966,160.30709118158185,132.67,135.2569662489915,17,3,20
30,50,3,HCP,1,56.858718070110285,0,108.06216689035318,164.92088496046347,132.67,136.49152592540833,17,3,20
30,50,3,Pooling,1,45.512878985387715,0,113.73508643271447,159.24796541810218,132.67,136.49152592540833,17,3,20
30,50,3,Subsampling,1,65.8012819298897,0,103.59088496046347,169.39216689035317,132.67,136.49152592540833,17,3,20
30,50,3,Repeated,1,59.39507226067724,0,106.7939897950697,166.18906205574694,132.67,136.49152592540833,17,3,20
30,75,19,HCP++,1,62.94576528922647,0,97.05423471077353,160.0,132.67,128.52711735538676,17,19,20
30,75,19,HCP.sample,1,47.098674402889344,0,107.52182912602925,154.6205035289186,132.67,128.52711735538676,17,19,20
30,75,19,HCP,1,56.858718070110285,0,107.7905026790284,164.6492207491387,132.67,136.21986171408355,17,19,20
30,75,19,Pooling,1,45.512878985387715,0,113.46342222138969,158.9763012067774,132.67,136.21986171408355,17,19,20
30,75,19,Subsampling,1,59.39507226067724,0,106.52232558374493,165.91739784442217,132.67,136.21986171408355,17,19,20
30,75,19,Repeated,1,55.0851391585271,0,108.67729213482001,163.7624312933471,132.67,136.21986171408355,17,19,20
